#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,,,,,
,,,,,
,,,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),,
,,,,,
#,,PROG ,INSTITUTION NAME,PROGRAMME NAME,SUBJECT 4
,,CODE,,,
,1,1249281,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),
,,,AGRICULTURE AND TECHNOLOGY,,
,2,1240281,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY,
,BACHELOR OF EDUCATION (ARTS) FRENCH,,,,
,1,1111282,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) FRENCH,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2,1082282,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION (FRENCH),
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,3,1470282,KAIMOSI FRIENDS UNIVERSITY,BACHELOR OF EDUCATION (FRENCH),
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,4,1117282,PWANI UNIVERSITY,BACHELOR OF EDUCATION ARTS (FRENCH),
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & PROCESSING)",,,,
,1,1249290,JOMO KENYATTA UNIVERSITY OF ,"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION & ",
,,,AGRICULTURE AND TECHNOLOGY,PROCESSING),
,2,1279290,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN ANIMAL HEALTH AND PRODUCTION,
,3,1082290,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND ,
,,,,PROCESSING,
,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),,,,
,1,1111294,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),
,2,1117291,PWANI UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),
,BACHELOR OF ARTS (GEOGRAPHY),,,,
,1,1073292,RONGO UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),
,2,1087292,KISII UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),
,3,1244292,KARATINA UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),
,4,1253292,MOI UNIVERSITY,BACHELOR OF ARTS (GEOGRAPHY),
,5,1700292,BOMET UNIVERSITY COLLEGE,BACHELOR OF ARTS (GEOGRAPHY),
,6,1480292,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,BACHELOR OF ARTS IN GEOGRAPHY,
,7,1057292,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),
,8,1117292,PWANI UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
9,1176292,LAIKIPIA UNIVERSITY,BACHELOR OF SCIENCE (GEOGRAPHY),18.144,
10,1105292,CHUKA UNIVERSITY,BACHELOR OF ARTS IN GEOGRAPHY AND ECONOMICS,22.56,
BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),,,,,
1,1114293,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),15.864,
,,,,,
2,1253293,MOI UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),15.864,
,,,,,
3,1229293,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (ANIMAL SCIENCE, WITH IT)",15.864,
,,,,,
4,1053293,JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),15.864,
,,,,,
5,1057293,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),15.864,
,,,,,
6,1105293,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL SCIENCE),15.864,
,,,,,
7,1087293,KISII UNIVERSITY,BACHELOR OF SCIENCE IN ANIMAL SCIENCE,,
,,,,,
8,1244293,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN ANIMAL SCIENCE,15.864,
,,,,,
9,1685293,THARAKA UNIVERSITY,BACHELOR OF SCIENCE IN ANIMAL SCIENCE,15.864,
,,,,,
BACHELOR OF SCIENCE (ANIMAL HEALTH & PRODUCTION),,,,,
1,1165294,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (ANIMAL HEALTH & PRODUCTION),15.864,
2,1240294,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (ANIMAL HEALTH AND PRODUCTION),24.972,
"BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY ,WITH IT)",,,,,
1,1229295,MASENO UNIVERSITY,"BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY ,WITH IT)",24.178,
2,1111295,KENYATTA UNIVERSITY,BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY),-,
3,1112295,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF ARTS (INTERNATIONAL RELATIONS AND DIPLOMACY),34.222,
4,1060295,RIARA UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS AND DIPLOMACY,32.245,
5,1279295,MOUNT KENYA UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS AND DIPLOMACY,-,
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,,,,,
1,1073295,RONGO UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,22.449,
2,1077296,KENYA METHODIST UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,22.449,
3,1162307,DAYSTAR UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,22.449,
4,1279296,MOUNT KENYA UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,26.341,
5,1480296,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,22.449,
6,1425296,ZETECH UNIVERSITY,BACHELOR OF ARTS IN INTERNATIONAL RELATIONS AND DIPLOMACY,22.449,
7,1263296,UNIVERSITY OF NAIROBI,BACHELOR OF ARTS IN INTERNATIONAL STUDIES,32.167,
BACHELOR OF ENTREPRENEURSHIP,,,,,
1,1249298,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF ENTREPRENEURSHIP,21.375,
,,AGRICULTURE AND TECHNOLOGY,,,
2,1246298,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (ENTREPRENEURSHIP AND SMALL ENTERPRISES MANAGEMENT),21.375,
3,1080297,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,21.375,
4,1685298,THARAKA UNIVERSITY,BACHELOR OF ENTREPRENEURSHIP AND ENTERPRISE MANAGEMENT,21.375,
5,1057298,EGERTON UNIVERSITY,BACHELOR OF ENTREPRENEURSHIP AND SMALL BUSINESS MANAGEMENT,21.375,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
,,BACHELOR OF ENTREPRENUERSHIP & SMALL BUSINESS MANAGEMENT,,,
1,1057299,EGERTON UNIVERSITY,BACHELOR OF ENTREPRENUERSHIP & SMALL BUSINESS MANAGEMENT,21.375,
2,1253299,MOI UNIVERSITY,BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),21.375,
3,1700299,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (ENTREPRENEURSHIP STUDIES),21.375,
4,1079298,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (ENTREPRENEURSHIP),21.375,
5,1114299,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (ENTREPRENEURSHIP),21.375,
6,1119298,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,21.375,
7,1165298,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE IN ENTREPRENEURSHIP,21.375,
8,1229299,MASENO UNIVERSITY,"BACHELOR OF BUSINESS ENTREPRENEURSHIP , WITH IT",21.375,
9,1105299,CHUKA UNIVERSITY,BACHELOR OF ENTREPRENUERSHIP AND ENTERPRISE MANAGEMENT,21.375,
10,1087299,KISII UNIVERSITY,BACHELOR OF ENTREPRENUERSHIP AND MANAGEMENT,21.375,
11,5145299,OPEN UNIVERSITY OF KENYA,BACHELOR OF BUSINESS AND ENTREPRENEURSHIP,21.375,
,,BACHELOR OF REAL ESTATE,,,
1,1249300,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF REAL ESTATE,,
,,AGRICULTURE AND TECHNOLOGY,,,
2,1263300,UNIVERSITY OF NAIROBI,BACHELOR OF REAL ESTATE,33.529,
3,1111300,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (REAL ESTATE),32.041,
4,1112300,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),29.49,
,,BACHELOR OF BUSINESS MANAGEMENT AND INFORMATION TECHNOLOGY,,,
1,1061301,KABARAK UNIVERSITY,BACHELOR OF BUSINESS MANAGEMENT AND INFORMATION TECHNOLOGY,21.375,
,,BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),,,
1,1087302,KISII UNIVERSITY,BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),22.449,
2,1111302,KENYATTA UNIVERSITY,BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),22.449,
3,1263302,UNIVERSITY OF NAIROBI,BACHELOR OF ARTS (GENDER AND DEVELOPMENT STUDIES),22.449,
4,1170302,MACHAKOS UNIVERSITY,BACHELOR OF ARTS (GENDER AND DEVELOPMENT),22.449,
5,1166302,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF ARTS (GENDER AND SOCIAL STUDIES),22.449,
,,"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",,,
1,1229303,MASENO UNIVERSITY,"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",22.449,
2,1515303,TOM MBOYA UNIVERSITY,"BACHELOR OF ARTS (DEVELOPMENT STUDIES, WITH IT)",22.449,
3,1066303,MANAGEMENT UNIVERSITY OF AFRICA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,
4,1087303,KISII UNIVERSITY,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,
5,1114303,UNIVERSITY OF ELDORET,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,-,
6,1119303,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,
7,1181303,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,
8,1480303,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,
9,1080303,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF DEVELOPMENT STUDIES,-,
10,1249303,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF DEVELOPMENT STUDIES,22.449,
,,AGRICULTURE AND TECHNOLOGY,,,
11,1279303,MOUNT KENYA UNIVERSITY,BACHELOR OF DEVELOPMENT STUDIES,22.449,
12,1570303,TURKANA UNIVERSITY COLLEGE,BACHELOR OF DEVELOPMENT STUDIES,22.449,
13,1063303,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF ARTS IN DEVELOPMENT STUDIES,22.449,
14,1246303,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF DEVELOPMENT STUDIES WITH IT,22.449,
,,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),,,
1,1111309,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),35.087,
2,1229309,MASENO UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),24.314,
3,1240309,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),18.814,
4,1515309,TOM MBOYA UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE),18.814,
5,1079309,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER ,18.814,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
6,1091309,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER ,18.814,
7,1246309,MURANG'A UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),18.814,
8,1580309,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTER SCIENCE),18.814,
9,1063309,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN MATHEMATICS & COMPUTER SCIENCE,18.814,
10,1077309,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,-,
11,1164309,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,28.885,
12,1249309,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF SCIENCE IN MATHEMATICS AND COMPUTER SCIENCE,36.724,
,,AGRICULTURE AND TECHNOLOGY,,,
13,1425309,ZETECH UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE AND MATHEMATICS ,18.814,
14,1170309,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE MATHEMATICS AND COMPUTER ,18.814,
,,,,,
1,1111310,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION ARTS (HOME ECONOMICS),27.429,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),,,
1,1249311,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),18.831,
,,AGRICULTURE AND TECHNOLOGY,,,
,,BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND MANAGEMENT,,,
1,1480312,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,BACHELOR OF ARTS IN ENVIRONMENTAL PLANNING AND ,15.864,
,,,MANAGEMENT,,
2,1111312,KENYATTA UNIVERSITY,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,15.864,
3,1114312,UNIVERSITY OF ELDORET,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,15.864,
4,1117312,PWANI UNIVERSITY,BACHELOR OF ENVIRONMENTAL PLANNING & MANAGEMENT,15.864,
5,1080312,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN ENVIRONMENTAL ECONOMICS AND POLICY,15.864,
6,1165312,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (ENVIRONMENTAL MANAGEMENT),15.864,
7,1279312,MOUNT KENYA UNIVERSITY,BACHELOR OF ECONOMICS AND POLICY,-,
,,BACHELOR OF EDUCATION (PHYSICAL EDUCATION),,,
1,1082315,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION (PHYSICAL EDUCATION),21.858,
,,,,,
2,1111315,KENYATTA UNIVERSITY,BACHELOR OF EDUCATION (PHYSICAL EDUCATION),21.858,
,,,,,
3,1114315,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION IN PHYSICAL EDUCATION AND RECREATION,21.858,
,,,,,
,,BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),,,
1,1263316,UNIVERSITY OF NAIROBI,BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),21.858,
,,,,,
,,BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICAL ENGINEERING),,,
1,1173318,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICAL ,27.517,
,,,ENGINEERING),,
2,1082318,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY ,25.753,
,,,(MECHANICALTECHNOLOGY),,
3,1240318,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION TECHNOLOGY (MECHANICAL ,15.683,
,,,ENGINEERING),,
,,BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC ENGINEERING),,,
1,1173319,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ,25.702,
,,,ELECTRONIC ENGINEERING),,
,,,,,
#,,PROG ,INSTITUTION NAME,PROGRAMME NAME,SUBJECT 4
,,CODE,,,
,2,1082319,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ,
,,,,ELECTRONIC TECHNOLOGY),
,3,1240319,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION TECHNOLOGY (ELECTRICAL & ,
,,,,ELECTRONICS ENGINEERING),
,,,,BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING),
,1,1173320,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ,
,,,,ENGINEERING),
,2,1082320,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF EDUCATION IN TECHNOLOGY (BUILDING & CIVIL ,
,,,,TECHNOLOGY),
,3,1240320,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF EDUCATION TECHNOLOGY (CIVIL ENGINEERING),
,,,,BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,
,1,1475321,TANGAZA UNIVERSITY,BACHELOR OF ARTS IN SUSTAINABLE HUMAN DEVELOPMENT,
,,,,BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,
,1,1475322,TANGAZA UNIVERSITY,BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,
,2,1117322,PWANI UNIVERSITY,BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,
,,,,,
,1,1475323,TANGAZA UNIVERSITY,BACHELOR OF ARTS IN SOCIAL COMMUNICATION,
,,,,"BACHELOR OF ARTS (KISWAHILI, WITH IT)",
,1,1229324,MASENO UNIVERSITY,"BACHELOR OF ARTS (KISWAHILI, WITH IT)",
,2,1073324,RONGO UNIVERSITY,BACHELOR OF ARTS (KISWAHILI),
,3,1117324,PWANI UNIVERSITY,BACHELOR OF ARTS (KISWAHILI),
,4,1253324,MOI UNIVERSITY,BACHELOR OF ARTS (KISWAHILI),
,5,1700324,BOMET UNIVERSITY COLLEGE,BACHELOR OF ARTS (KISWAHILI),
,6,1087324,KISII UNIVERSITY,BACHELOR OF ARTS IN KISWAHILI,
,,,,BACHELOR OF ARTS ( KISWAHILI AND COMMUNICATION),
,1,1176325,LAIKIPIA UNIVERSITY,BACHELOR OF ARTS ( KISWAHILI AND COMMUNICATION),
,2,1480325,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,BACHELOR OF ARTS ( KISWAHILI AND COMMUNICATION),
,3,1165325,MAASAI MARA UNIVERSITY,BACHELOR OF ARTS IN KISWAHILI AND MEDIA STUDIES,
,,,,BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,
,1,1165326,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,2,1244326,KARATINA UNIVERSITY,BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,3,1253326,MOI UNIVERSITY,BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
4,1700326,BOMET UNIVERSITY COLLEGE,BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),24.411,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
5,1118326,UNIVERSITY OF KABIANGA,BACHELOR OF EDUCATION WITH GUIDANCE AND COUNSELLING,23.873,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,,,
1,1073327,RONGO UNIVERSITY,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,21.375,
2,1244327,KARATINA UNIVERSITY,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,21.375,
3,1263327,UNIVERSITY OF NAIROBI,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,30.644,
4,3890327,KOITALEEL SAMOEI UNIVERSITY COLLEGE,BACHELOR OF PROJECT PLANNING AND MANAGEMENT,21.375,
5,1165327,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (PROJECT PLANNING AND ,21.375,
6,1253327,MOI UNIVERSITY,BACHELOR OF SCIENCE (PROJECT PLANNING AND ,22.69,
7,1700327,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (PROJECT PLANNING AND ,21.375,
8,1114327,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),21.375,
9,1166327,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (PROJECT PLANNING MANAGEMENT),25.695,
10,1087327,KISII UNIVERSITY,BACHELOR OF PROJECT MANAGEMENT,21.375,
11,1249327,JOMO KENYATTA UNIVERSITY OF ,BACHELOR OF PROJECT MANAGEMENT,28.76,
,,AGRICULTURE AND TECHNOLOGY,,,
12,1515327,TOM MBOYA UNIVERSITY,BACHELOR OF PROJECT DEVELOPMENT AND MANAGEMENT,-,
,,BACHELOR OF SCIENCE (FORESTRY),,,
1,1114330,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (FORESTRY),15.864,
,,,,,
2,1118330,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (FORESTRY),15.864,
,,,,,
3,1166330,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (FORESTRY),-,
,,,,,
,,BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),,,
1,1114331,UNIVERSITY OF ELDORET,BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),15.683,
2,1253331,MOI UNIVERSITY,BACHELOR OF EDUCATION (TECHNOLOGY EDUCATION),15.683,
3,1079331,KIRINYAGA UNIVERSITY,BACHELOR OF TECHNICAL EDUCATION,15.683,
,,BACHELOR OF EDUCATION (SCIENCE) WITH SPECIAL NEEDS EDUCATION,,,
1,1165332,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE) WITH SPECIAL NEEDS EDUCATION,24.237,
,,,,,
,,BACHELOR OF EDUCATION (SCIENCE) WITH GUIDANCE AND COUNSELING ,,,
1,1165333,MAASAI MARA UNIVERSITY,BACHELOR OF EDUCATION (SCIENCE) WITH GUIDANCE AND COUNSELING ,23.049,
,,,,,
,,BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,,,
1,1165334,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,18.831,
2,1700334,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,-,
3,1253334,MOI UNIVERSITY,BACHELOR OF  FINANCIAL ECONOMICS,18.831,
4,1279334,MOUNT KENYA UNIVERSITY,BACHELOR OF  SCIENCE IN FINANCIAL ECONOMICS,-,
5,1515334,TOM MBOYA UNIVERSITY,BACHELOR OF  SCIENCE IN FINANCIAL ECONOMICS,-,
,,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),,,
1,1078337,AFRICA NAZARENE UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),22.449,
2,1170337,MACHAKOS UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),24.615,
,,,,,
#,PROG ,INSTITUTION NAME,PROGRAMME NAME,CUTOFF - 2023,
,CODE,,,,
3,1600337,ALUPE UNIVERSITY,BACHELOR OF ARTS (COUNSELLING PSYCHOLOGY),22.449,
4,1068337,PAN AFRICA CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
5,1087337,KISII UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
6,1090337,SCOTT CHRISTIAN UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
7,1103337,KCA UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
8,1107337,ST PAULS UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
9,1119337,AFRICA INTERNATIONAL UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
10,1181337,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,-,
11,1475337,TANGAZA UNIVERSITY,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
12,1480337,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,BACHELOR OF ARTS IN COUNSELING PSYCHOLOGY,22.449,
13,1063337,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,22.449,
14,1225337,INTERNATIONAL LEADERSHIP UNIVERSITY,BACHELOR OF ARTS IN COUNSELLING PSYCHOLOGY,22.449,
15,1112337,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),,
16,1253337,MOI UNIVERSITY,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),24.041,
17,1700337,BOMET UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (COUNSELLING PSYCHOLOGY),22.449,
18,1580337,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF ARTS (COUNSELLING),24.094,
19,1162337,DAYSTAR UNIVERSITY,BACHELOR OF ARTS IN  PSYCHOLOGY,22.449,
20,1077337,KENYA METHODIST UNIVERSITY,BACHELOR OF ARTS IN COUNSELING ,22.449,
21,1061337,KABARAK UNIVERSITY,BACHELOR OF COUNSELLING PSYCHOLOGY,-,
,,BACHELOR OF ENVIRONMENTAL STUDIES (EARTH SCIENCES) ,,,
