#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
DIPLOMA IN SOCIAL WORK AND COMMUNITY DEVELOPMENT,,,,,,,,,
3,1084803,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
4,1099803,KAIBOI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
5,1101803,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
6,1104803,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
7,1110803,BUMBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
8,1112803,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
9,1216803,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
10,1237803,ELDORET POLYTECHNIC,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
11,1241803,RAMOGI INSTITUTE OF ADVANCE TECHNOLOGY,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
12,1277803,MUKIRIA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
13,1430803,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
14,1445803,KENYA INSTITUTE OF HIGHWAYS AND BUILDING ,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
,,TECHNOLOGY,,,,,,,
15,1465803,BONDO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
16,1510803,ALDAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
17,1540803,KENYA INSTITUTE OF SURVEYING AND MAPPING,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
18,1550803,REGIONAL CENTRE FOR MAPPING OF RESOURCES FOR ,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
,,DEVELOPMENT,,,,,,,
19,1560803,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
20,1645803,EKERUBO GIETAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
21,1665803,KARUMO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
22,1705803,SOT TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
23,2727803,TINDIRET TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
24,3770803,KIPKABUS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
25,3938803,KIPSOEN TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
26,3955803,SEME TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN LAND SURVEYING,C-,ENG: C-,MAT A: C-,PHY: C-,,
,,,,,,,,,
DIPLOMA IN ARCHITECTURE,,,,,,,,,
1,1063702,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
2,1064702,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
3,1074702,KISUMU POLYTECHNIC,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
4,1075702,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
5,1076702,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
6,1079702,KIRINYAGA UNIVERSITY,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
7,1085702,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
8,1100702,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
9,1106702,RAILWAY TRAINING INSTITUTE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
10,1112702,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
11,1237702,ELDORET POLYTECHNIC,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
12,1269702,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
13,1276702,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
14,1445702,KENYA INSTITUTE OF HIGHWAYS AND BUILDING ,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
,,TECHNOLOGY,,,,,,,
15,1450702,MITUNGUU TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
16,1490702,MUKURWEINI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
17,3770702,KIPKABUS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
18,3955702,SEME TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN ARCHITECTURE,C,MAT A: C,PHY: C,ENG/KIS: C,,
,,,,,,,,,
DIPLOMA IN QUANTITY SURVEYING,,,,,,,,,
1,1063703,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
2,1075703,KIAMBU INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
3,1083703,MERU NATIONAL POLYTECHNIC,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
4,1084703,SIGALAGALA NATIONAL POLYTECHNIC,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
5,1101703,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
6,1104703,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
7,1106703,RAILWAY TRAINING INSTITUTE,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
8,1216703,SANG'ALO INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
9,1241703,RAMOGI INSTITUTE OF ADVANCE TECHNOLOGY,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
10,1269703,THIKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
11,1276703,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
12,1277703,MUKIRIA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
13,1405703,MUSAKASA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN QUANTITY SURVEY,C,ENG/KIS: C,MAT A: C,PHY: C,,
14,1445703,KENYA INSTITUTE OF HIGHWAYS AND BUILDING ,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
,,TECHNOLOGY,,,,,,,
15,1490703,MUKURWEINI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN QUANTITY SURVEY,C,ENG/KIS: C,MAT A: C,PHY: C,,
16,3770703,KIPKABUS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
17,3965703,GATUNDU SOUTH TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN QUANTITY SURVEYING,C,ENG/KIS: C,MAT A: C,PHY: C,,
,,,,,,,,,
DIPLOMA IN TOURISM MANAGEMENT,,,,,,,,,
1,1063757,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
2,1067757,COAST INSTITUTE OF TECHNOLOGY,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
3,1074757,KISUMU POLYTECHNIC,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
4,1076757,PC KINYANJUI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
5,1080757,CO-OPERATIVE UNIVERSITY OF KENYA,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
6,1082757,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,DIPLOMA IN  HOSPITALITY MANAGEMENT,C-,,,,,
7,1083757,MERU NATIONAL POLYTECHNIC,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
8,1092757,KENYA WILDLIFE SERVICE TRAINING INSTITUTE,DIPLOMA IN TOURISM AND HOSPITALITY MANAGEMENT,C-,,,,,
9,1106757,RAILWAY TRAINING INSTITUTE,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
10,1112757,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN TECHNOLOGY (TOURISM AND TRAVEL MANAGEMENT),C-,,,,,
11,1113757,KENYA COAST POLYTECHNIC,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
12,1166757,SOUTH EASTERN KENYA UNIVERSITY,DIPLOMA IN  HOSPITALITY MANAGEMENT,C-,,,,,
13,1170757,MACHAKOS UNIVERSITY,DIPLOMA IN TOURISM AND HOSPITALITY MANAGEMENT,C-,,,,,
14,1192757,GREAT LAKES UNIVERSITY OF KISUMU,DIPLOMA IN TOURISM AND HOSPITALITY MANAGEMENT,C-,,,,,
15,1237757,ELDORET POLYTECHNIC,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
16,1239757,NYERI NATIONAL POLYTECHNIC,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,,SUBJECT REQUIREMENTS,,,
17,1244757,KARATINA UNIVERSITY,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
18,1276757,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
19,1535757,EAST AFRICAN SCHOOL OF AVIATION,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
20,1625757,MAASAI MARA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
21,1780757,CENTRE FOR TOURISM TRAINING AND RESEARCH,DIPLOMA IN TOUR GUIDING MANAGEMENT,C-,,,,,
22,2560757,MASINGA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
23,3775757,LAIKIPIA EAST TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN TOURISM MANAGEMENT,C-,,,,,
,,,,,,,,,
,,,DIPLOMA IN ENVIROMENTAL HEALTH SCIENCES,,,,,,
1,1063788,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN ENVIROMENTAL HEALTH SCIENCES,C,ENG/KIS: C,BIO/BSC: C,MAT A: C-,PHY/CHE/PSC: C-,
,,,,,,,,,
,,,DIPLOMA IN MEDICAL LABORATORY SCIENCE,,,,,,
1,1063794,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN MEDICAL LABORATORY SCIENCE,C,ENG/KIS: C,MAT A/PHY: C,CHE: C,BIO: C,
2,1065794,KISII NATIONAL POLYTECHNIC,DIPLOMA IN MEDICAL LABORATORY SCIENCE,C,ENG/KIS: C,MAT A/PHY: C,CHE: C,BIO: C,
3,1074794,KISUMU POLYTECHNIC,DIPLOMA IN MEDICAL LABORATORY SCIENCES,C,ENG/KIS: C,MAT A/PHY: C,CHE: C,BIO: C,
4,1112794,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN MEDICAL LABORATORY SCIENCES,C,ENG/KIS: C,MAT A/PHY: C,CHE: C,BIO: C,
5,1237794,ELDORET POLYTECHNIC,DIPLOMA IN MEDICAL LABORATORY SCIENCES,C,ENG/KIS: C,MAT A/PHY: C,CHE: C,BIO: C,
,,,,,,,,,
,,,DIPLOMA IN MEDICAL ENGINEERING,,,,,,
1,1063795,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
2,1064795,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
3,1065795,KISII NATIONAL POLYTECHNIC,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
4,1085795,KISIWA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
5,1100795,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
6,1101795,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
7,1104795,OL'LESSOS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
8,1237795,ELDORET POLYTECHNIC,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
9,1276795,RIFT VALLEY INSTITUTE OF SCIENCE AND TECHNOLOGY,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
10,3700795,ENDEBESS TECHNICAL TRAINING INSTITUTE,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
11,3820795,SABATIA TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN MEDICAL ENGINEERING,C-,,,,,
,,,,,,,,,
,,,DIPLOMA IN MARINE ENGINEERING,,,,,,
1,1063838,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN MARINE ENGINEERING,C-,,,,,
,,,,,,,,,
,,,DIPLOMA IN PUBLIC RELATIONS,,,,,,
1,1063850,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN PUBLIC RELATIONS,C-,,,,,
2,1080850,CO-OPERATIVE UNIVERSITY OF KENYA,DIPLOMA IN PUBLIC RELATIONS,C-,,,,,
3,1108850,KIBABII UNIVERSITY,DIPLOMA IN PUBLIC RELATIONS,C-,,,,,
,,,,,,,,,
,,,DIPLOMA IN TECHNOLOGY MEDICAL ENGINEERING,,,,,,
1,1063851,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN TECHNOLOGY MEDICAL ENGINEERING,C-,,,,,
,,,,,,,,,
,,,DIPLOMA IN FRONT OFFICE OPERATIONS AND CUSTOMER CARE,,,,,,
1,1063852,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN FRONT OFFICE OPERATIONS AND CUSTOMER CARE,C-,,,,,
,,,,,,,,,
,,,DIPLOMA IN SHIPPING,,,,,,
1,1063853,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN SHIPPING,C-,,,,,
,,,,,,,,,
,,,DIPLOMA IN SECRETARIAL STUDIES AND OFFICE MANAGEMENT,,,,,,
1,1063854,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN SECRETARIAL STUDIES AND OFFICE MANAGEMENT,C-,,,,,
2,1110854,BUMBE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN SECRETARIAL STUDIES AND OFFICE MANAGEMENT,C-,,,,,
,,,,,,,,,
#,,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,,SUBJECT REQUIREMENTS,,
,3,1230854,NORTH EASTERN PROVINCE NATIONAL POLYTECHNIC,DIPLOMA IN RECEPTION DUTIES,C-,,,,
,4,1625854,MAASAI MARA TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN SECRETARIAL STUDIES AND OFFICE MANAGEMENT,C-,,,,
,5,1735854,MOIBEN TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN SECRETARIAL STUDIES AND OFFICE MANAGEMENT,C-,,,,
,6,1760854,BAHATI INSTITUTE OF BUSINESS AND ADMINISTRATION ,DIPLOMA IN SECRETARIAL STUDIES AND OFFICE MANAGEMENT,C-,,,,
,,,STUDIES,,,,,,
,7,3725854,KIPSINENDE TECHNICAL VOCATIONAL COLLEGE,DIPLOMA IN SECRETARIAL STUDIES AND OFFICE MANAGEMENT,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN HOTEL AND INSTITUTIONAL MANAGEMENT,,,,,
,1,1063855,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN HOTEL AND INSTITUTIONAL MANAGEMENT,C-,,,,
,2,1112855,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN TECHNOLOGY (EVENT AND CONVENTION MANAGEMENT),C-,,,,
,3,1244855,KARATINA UNIVERSITY,DIPLOMA IN HOTEL AND INSTITUTIONAL MANAGEMENT,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN ARCHIVES AND RECORDS MANAGEMENT,,,,,
,1,1063857,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN ARCHIVES AND RECORDS MANAGEMENT,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN COMMUNITY DEVELOPMENT AND COUNSELLING,,,,,
,1,1063859,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN COMMUNITY DEVELOPMENT AND COUNSELLING,C-,,,,
,2,2775859,NUU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN COMMUNITY DEVELOPMENT AND COUNSELLING,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN COMMUNITY HEALTH & HIV MANAGEMENT,,,,,
,1,1063861,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN COMMUNITY HEALTH & HIV MANAGEMENT,C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D
,2,1101861,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN COMMUNITY HEALTH & HIV MANAGEMENT,C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D
,3,1112861,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN COMMUNITY AND PUBLIC HEALTH,C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D
,4,1570861,TURKANA UNIVERSITY COLLEGE,DIPLOMA IN COMMUNITY HEALTH & HIV MANAGEMENT,C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D
,,,,,,,,,
,,,,DIPLOMA IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,,,,,
,1,1063862,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN FOOD TECHNOLOGY & QUALITY ASSURANCE,,,,,
,1,1063863,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN FOOD TECHNOLOGY & QUALITY ASSURANCE,C-,BIO: D+,CHE: D+,ENG/KIS: D+,HSC/AGR: D
,,,,,,,,,
,,,,DIPLOMA IN TECHNOLOGY IN (ELECTRONICS & AUTOMATION ENGINEERING),,,,,
,1,1063865,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN TECHNOLOGY IN (ELECTRONICS & AUTOMATION ENGINEERING),C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN TECHNOLOGY IN ELECTRICAL POWER ENGINEERING,,,,,
,1,1063867,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN TECHNOLOGY IN ELECTRICAL POWER ENGINEERING,C-,,,,
,2,1560867,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN TECHNOLOGY IN ELECTRICAL POWER ENGINEERING,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN TECHNOLOGY (INSTRUMENTATION & CONTROL),,,,,
,1,1063868,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN TECHNOLOGY (INSTRUMENTATION & CONTROL),C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN TECHNOLOGY (TELECOMMUNICATION & INFORMATION ENGINEERING),,,,,
,1,1063869,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN TECHNOLOGY (TELECOMMUNICATION & INFORMATION ENGINEERING),C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN COUNTY GOVERNANCE AND ETHICS,,,,,
,1,1063873,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN COUNTY GOVERNANCE AND ETHICS,C-,,,,
,2,1244873,KARATINA UNIVERSITY,DIPLOMA IN COUNTY GOVERNANCE AND ETHICS,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN LOGISTICS AND TRANSPORT MANAGEMENT,,,,,
,1,1063874,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN LOGISTICS AND TRANSPORT MANAGEMENT,C-,,,,
,2,1106874,RAILWAY TRAINING INSTITUTE,DIPLOMA IN FREIGHT MANAGEMENT,C-,,,,
,3,1695874,KENYA SCHOOL OF REVENUE ADMINISTRATION,DIPLOMA IN LOGISTICS AND TRANSPORT MANAGEMENT,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN PROCUREMENT AND MATERIALS MANAGEMENT,,,,,
,1,1063875,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN PROCUREMENT AND MATERIALS MANAGEMENT,C-,,,,
,,,,,,,,,
,,,,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,,,,,
,,,,,,,,,
#,PROG CODE,INSTITUTION NAME,PROGRAMME NAME,MEAN GRADE,SUBJECT REQUIREMENTS,,,,
1,1063877,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
2,1170877,MACHAKOS UNIVERSITY,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
3,1227877,KEROKA TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
4,1430877,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
5,1480877,CATHOLIC UNIVERSITY OF EAST AFRICA,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
6,1665877,KARUMO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
7,1925877,KONOIN TECHNICAL TRAINING INSTITUTE,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
8,2775877,NUU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
9,3745877,EMSOS TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN LIBRARY AND INFORMATION SCIENCE,C-,,,,,
,,,,,,,,,
,,DIPLOMA IN GRAPHIC DESIGN,,,,,,,
1,1063878,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN GRAPHIC DESIGN,C-,,,,,
,,,,,,,,,
,,DIPLOMA IN MASS COMMUNICATION,,,,,,,
1,1063879,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN MASS COMMUNICATION,C-,,,,,
,,,,,,,,,
,,DIPLOMA IN SCIENCE LABORATORY TECHNOLOGY,,,,,,,
1,1063895,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN SCIENCE LABORATORY TECHNOLOGY,C,,,,,
2,1112895,TECHNICAL UNIVERSITY OF KENYA,DIPLOMA IN SCIENCE LABORATORY TECHNOLOGY,C,,,,,
3,1113895,KENYA COAST POLYTECHNIC,DIPLOMA IN SCIENCE LABORATORY TECHNOLOGY,C,,,,,
4,1170895,MACHAKOS UNIVERSITY,DIPLOMA IN SCIENCE LABORATORY TECHNOLOGY,C,,,,,
5,1420895,KENYA WATER INSTITUTE,DIPLOMA IN WATER AND WASTE WATER  LABORATORY TECHNOLOGY,C,,,,,
6,1430895,SIAYA INSTITUTE OF TECHNOLOGY,DIPLOMA IN SCIENCE LABORATORY TECHNOLOGY,C,,,,,
,,,,,,,,,
,,DIPLOMA IN REFRIGERATION & AIR CONDITIONING,,,,,,,
1,1063938,TECHNICAL UNIVERSITY OF MOMBASA,DIPLOMA IN REFRIGERATION & AIR CONDITIONING,C-,,,,,
2,1082938,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,DIPLOMA IN REFRIGERATION & AIR CONDITIONING,C-,,,,,
3,3945938,SAMBURU TECHNICAL AND VOCATIONAL COLLEGE,DIPLOMA IN REFRIGERATION & AIR CONDITIONING,C-,,,,,
,,,,,,,,,
,,DIPLOMA IN HEALTH RECORDS AND INFORMATION,,,,,,,
1,1064743,KABETE NATIONAL POLYTECHNIC,DIPLOMA IN HEALTH RECORDS AND INFORMATION,C-,,,,,
,,,,,,,,,
,,DIPLOMA IN INFORMATION SCIENCE,,,,,,,
1,1065750,KISII NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION SCIENCE,C-,,,,,
2,1100750,RIFT VALLEY TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION SCIENCE,C-,,,,,
3,1101750,KITALE NATIONAL POLYTECHNIC,DIPLOMA IN INFORMATION SCIENCE,C-,,,,,
4,1520750,KATINE TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION SCIENCE,C-,,,,,
5,1560750,MAWEGO TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION SCIENCE,C-,,,,,
6,1645750,EKERUBO GIETAI TECHNICAL TRAINING INSTITUTE,DIPLOMA IN INFORMATION SCIENCE,C-,,,,,
